Comment ID,Tracking Number,Country,State or Province,Document Subtype,Received Date,Comment,URL
CDC-2026-0199-0352,mmf-df3k-bmh9,,,,2026-03-06T05:00:00Z,"Please remove these harmful MRNA shots.  All it&rsquo;s doing is harming people - adults and children alike.   The data is out there just look at it.  Help contribute to human health by removing these harmful and deadly shots.  It&rsquo;s by no coincidence that more people have been harmed by these vaccines than the actual COVID.  Please do your research and look at opposing views , as well as do your own analysis. <br/><br/>Thank you for your attention to this matter.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0352
CDC-2026-0199-0353,mmf-ddas-4nzi,,,,2026-03-06T05:00:00Z,"The vast amount of evidence that the COVID-19 mRNA shots have caused an unprecedented level of disease, disabilities and death, is overwhelming.  It is unconscionable that these alleged vaccines are still on the market.  I respectfully request that ACIP uphold their regulatory duties and strongly recommend to the CDC and other HHS agencies that the COVID mRNA injections are pulled off the market.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0353
CDC-2026-0199-0354,mmf-db6j-h1ai,,,,2026-03-06T05:00:00Z,"The Covid vaccine and any vaccines like it should be banned. The vaccines have done a great deal of harm to people by creating heart issues, strokes, aggressive cancers and dementia. I have a number of friends who have been impacted in those ways. No vaccine should ever be required by the Government or any entity. All people should have a say so about what goes into their body.<br/><br/>Thank you for listening,<br/><br/>Gail Polizzi<br/>Johns Creek, GA",https://api.regulations.gov/v4/comments/CDC-2026-0199-0354
CDC-2026-0199-0355,mme-3z3g-88tu,,,,2026-03-05T05:00:00Z,"My oldest son regressed into autism after his routine vaccines and a flu shot in 2002.  After that, I became more cautious regarding vaccines, and so I found a pediatrician that could separate the MMR and gave my 1 year old daughter just the measles vaccine.  She was sick for days with black tarry stools and stomach pains, and has had stomach pains since then.   My 19 year old niece, who did have a reaction to some vaccines as a child, specifically the DPT and was told not to repeat that one, has slowly gotten more sensitive to all vaccines.  She recently got the tetanus shot and had stroke-like symptoms for two days afterwards.  ",https://api.regulations.gov/v4/comments/CDC-2026-0199-0355
CDC-2026-0199-0356,mmf-da5u-xqg2,,,,2026-03-06T05:00:00Z,"In order to ensure that no one else is disabled, injured or dies from the COVID shots, it is critical that ACIP recommends to the CDC and other HHS agencies, that the shots are pulled off market.<br/><br/>The vaccine advisory committee to the CDC (ACIP) will be meeting on March 18-19th, to discuss government recommended medical care and compensation for adults and children who have incurred injuries, disabilities and acquired life-threatening diseases from the COVID-19 mRNA injections.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0356
CDC-2026-0199-0357,mmf-d7ms-v9fw,,,,2026-03-06T05:00:00Z,"These gene therapy shots need to be pulled off the market until the mRNA platform is definitively proven safe. It&#39;s too bad more people didn&#39;t research how the shots work, the mechanism of action, potential contraindications. The shot is designed to take down the immune system, allegedly temporarily, but patients were not told this - they recommended staying at home for 2 weeks for the shots to &quot;cure&quot; or &quot;take hold&quot;. Almost every ingredient is toxic and caused death in animal trials - hydrogel, PEG lipids, graphene oxide, the spike protein itself is known to be toxic. Not to mention the DNA fragment contamination we now know of during the manufacture process. <br/><br/>I personally know of at least 3 people who died, and several friends who got a strange bone-softening condition in their neck and upper back that was extremely painful for them. What are the chances of this happening to so many that I know? They had to have a surgery to correct the damaged vertebra involving, basically gluing the bones so they would hold up. Another friend of mine who was very fit broke her hip after the shot; she has also acquired a rapid onset dementia. <br/><br/>I have a nurse friend who saw neurological side effects of patients within days. One who had to be helped into the clinic and moved with a &quot;stomping&quot; gait since she could not control her muscles. The whole clinic, doctors and nurses decided not to take the shot at that point! <br/><br/>During the first swine flu scare of the 80&#39;s those shots were pulled after less than 50 adverse reactions. PLEASE stop the damage and pull these gene therapy shots from the market. ",https://api.regulations.gov/v4/comments/CDC-2026-0199-0357
CDC-2026-0199-0358,mmf-d6io-2x87,,,,2026-03-06T05:00:00Z,"FROM THE RESEARCH I HAVE BEEN ABLE TO DO, DATA THAT HAS FINALLY  BEEN RELEASED HAS  D O C U M E N T E D  WITH  C E R T A I N T Y<br/>THE MANY HARMS THAT MRNA INOCULATIONS CAUSE IN OUR PEOPLE, AND, AT THE VERY LEAST, WE MUST RECOGNIZE THE CONSTITUTIONAL RIGHTS THAT WE  M U S T  R E S P E C T  IN REGARDS TO OUR FREEDOM OF CHOICE IN OUR MEDICAL TREATMENT.  ALSO, IT HAS BEEN DOCUMENTED EXTENSIVELY THAT  A L L  OF THE VACCINES WE ARE PRESENTED WITH CONTAIN  T O X I C  INGREDIENTS, WHICH RENDERS THEM SIMPLY  N O T  S A F E !!!   P E R I O D !",https://api.regulations.gov/v4/comments/CDC-2026-0199-0358
CDC-2026-0199-0359,mme-3zd0-jgna,,,,2026-03-05T05:00:00Z,"Please immediately stop all mRNA vaccines. <br/>We must have long term trial studies before EVER using mRNA geno therapy!<br/>Change the definition of &quot;VACCINE &quot; back to what it was pre Covid! <br/><br/>I lost my mother-in-law after her 1st of the 2 doses of the Pfizer covid vaccine, she was killed by the Covid-19 vaccine.<br/>My beautiful,  healthy Aunt was also killed by the Covid-19 vaccines via blood clots! <br/>Allow big pharmaceutical companies to be sued,  no protection for big pharmaceutical anymore,  hold them accountable and allow them to be sued! ",https://api.regulations.gov/v4/comments/CDC-2026-0199-0359
CDC-2026-0199-0360,mmf-d1ai-64qz,,,,2026-03-06T05:00:00Z,"I&rsquo;ve been a registered nurse for over 25 years. I saw the death and devastation of so many families due to vaccine injuries, the Covid vaccines need to be destroyed. The advertising for them needs to be destroyed. And an investigation into all the vaccinations, including childhood vaccinations need to be thoroughly tested by a neutral, objective group of medical practitioners.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0360
CDC-2026-0199-0361,mmf-d14d-uoz0,,,,2026-03-06T05:00:00Z,"Brenda JP<br/>I have worked in the Public Health field for over 30 years, I am an advocate of vaccines, I suffer from COVID-19 vaccine injuries since 02/2021 mandated by my employer, and as a direct result of these injuries I have been unable to work since 06/2021.<br/><br/>Although the percentage of us with COVID-19 vaccine injuries is small, this minor percentage equals a large, significant number of impacted individuals nationwide that are unwell, unheard, are not receiving appropriate health care services, and now find ourselves among the indigent with unmet needs.<br/><br/>We must regain the public&rsquo;s trust in vaccines, especially COVID-19 vaccines.  My recommendations to the ACIP are:<br/><br/>1.<span style='padding-left: 30px'></span>Facilitate improvements in compensation for those of us injured by the COVID-19 vaccines - i.e., move COVID-19 vaccine injury compensation from the Countermeasures Injury Compensation Program (CICP) to the National Vaccine Injury Compensation Program (VICP).<br/>2.<span style='padding-left: 30px'></span>Significantly improve education to physicians and public health practitioners on the incidence and prevalence of COVID-19 vaccine injuries.<br/>3.<span style='padding-left: 30px'></span>Improve community educational efforts about the risks of COVID-19 vaccines prior to vaccination.<br/>4.<span style='padding-left: 30px'></span>More rigorous research and extensive dissemination of findings to better understand and identify those of us that are at greater risk of adverse reactions and injuries to COVID-19 vaccination.<br/>5.<span style='padding-left: 30px'></span>All ACIP members and representatives educate themselves and remain current on the abundant research findings that highlight COVID-19 vaccination adverse reactions and long-term injuries as well as sharing these vital results with colleagues, leadership, and the general public.<br/><br/>",https://api.regulations.gov/v4/comments/CDC-2026-0199-0361
CDC-2026-0199-0362,mmf-cxrp-tnp5,,,,2026-03-06T05:00:00Z,"I have a friend who, after the 2nd COVID shot became unfunctionable. She was able to drive and get groceries and live by herself, now she is pretty much a vegetable in an assisted living arrangement. I noticed a big difference when talking to her over the phone. ALSO, for my part, I refused the shot and am in a retirement village and they incessantly nagged me to take the shot. There were even threats that &#39;I would lose priviliges&#39;. A checkpoint was set ua and they would not let anyone in. That is just the least of it. It was pretty draconian. I had another friend who was bullied into early retirement by fear and threats to take the shot. Never should these kinds of vaccines become mandatory! I stayed in, didn&#39;t interact with anyone and did not get COVID.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0362
CDC-2026-0199-0363,mmf-cw9o-7ikc,,,,2026-03-06T05:00:00Z,"Vaccines are the cornerstone of our preventive health system.  I urge the committee to reconsider the value of scientific evidence regarding vaccinations.  The citizens of the United States deserve to have access to vaccinations, not only our children but adults as well.  I urge the committee to restore the faith of the American people in the Advisory Committee on Immunization Practices as a part of the Centers for Disease Control by restoring access to vaccinations.  Do this before more of our children and vulnerable adults are infected with preventable diseases and certainly before the United States loses its measles free status as Canada has already lost.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0363
CDC-2026-0199-0364,mme-4czj-0wda,,,,2026-03-05T05:00:00Z,"<br/> <br/><br/>My name is Pam Stansberry, I am writing in response to Docket No. CDC-2026-0199.<br/>I am a person living with vaccine injury. I urge the Advisory Committee on Immunization Practices to consider patient perspectives and real-world experiences in its deliberations. Our presence here reflects lived suffering, unmet needs, and the importance of inclusive dialogue. We do exist. It&#39;s been 5 years this coming March 27th, that my life changed dramatically as a 59 year old. I can no longer do any of the activities that I did before that day. I&#39;m a grandma of 4 young children with one more on the way in which I know my strength and health will not be what it was. The Johnson and Johnson vaccine gave me a life threatening pulmonary embolism a long with severe neurological dysregulation. It&#39;s a struggle to live a normal life every minute of every day. I&#39;m now 64 and still hoping for a cure before it&#39;s too late for me. Please consider how policies on vaccine recommendation guidelines, post-adverse event care, and research priorities affect real people every day. Thank you. ",https://api.regulations.gov/v4/comments/CDC-2026-0199-0364
CDC-2026-0199-0365,mmf-cvez-l612,,,,2026-03-06T05:00:00Z,"Hello,<br/>My name is Norma.  My father&#39;s name was Juan.  Although my father was 93, he was in excellent health despite his years.  The only medication he took regularly were blood thinners.  He needed no assistance, eg, walkers, shower seats, a cane, etc.  He still gardened, walked long distances, prepared his own meals and was very alert and mentally astute.. His level of fitness put many in our family (younger than himself), to shame.<br/>Yet... he decided to get vaccinated. My father had checkups twice a month for over five years before he died. Because of his trust, he was very diligent and followed doctors&#39; orders all his life - never questioning them. No one could explain to our family how he was suddenly diagnosed with stage 4 pancreatic cancer in such a short period of time.  We knew. He died approx. 3 weeks after being diagnosed, (July 1, 2022). I cannot begin to explain or describe the confusion, the heartache and the anger we experienced. Like so many apart from me that have spoken openly, No one and I mean NO ONE - to this day - acknowledges any casualties of the shot and the potential risks.  <br/>At one time, if a few people were harmed or died, a vaccine was taken off the market.  Yet, there are innumerable deaths and injuries and here we are screaming - &quot;please stop the jabs&quot;.  <br/>Millions affected.  Enough is enough !!!<br/>",https://api.regulations.gov/v4/comments/CDC-2026-0199-0365
CDC-2026-0199-0366,mmf-csjw-odkl,,,,2026-03-06T05:00:00Z,I would like to share my COVID vaccine injury story,https://api.regulations.gov/v4/comments/CDC-2026-0199-0366
CDC-2026-0199-0367,mmf-cpnm-vtpq,,,,2026-03-06T05:00:00Z,Please remove all requirements for any and all &ldquo;vaccines &ldquo; to be given to adults.  Return health care to we the people.  Return to us our freedom of choice.  We have medical professionals who can determine on a personal basis what each of our individual bodily health needs are.<br/>I know of numerous friends &amp; acquaintances harmed or even killed following the &ldquo;vaccines&rdquo;.  Stop the killing!  Stop the destruction of are God given right to choose what goes into our bodies.  This vital freedom of choice and life!,https://api.regulations.gov/v4/comments/CDC-2026-0199-0367
CDC-2026-0199-0368,mmi-5z15-pjkv,,,,2026-03-08T05:00:00Z,"In my family, my brother was vaccine injured in childhood, I was not able to walk for days after my 5 yr old vaccines, my sister reacted to Tdap as an infant, screamed inconsolably for 3 days and was told by her physician to never again take the Tdap vaccine.  In my husband&rsquo;s family, there are cases of seizures after vaccination, chronic tinnitus after vaccination, and one of his cousins had to re-learn to walk at 18 months after vaccine injury caused Guillain Barre Syndrome.  Within the first six months of the rollout of the Covid 19 vaccines, our family was aware of 4 deaths likely caused by the vaccine, and numerous injuries also caused by vaccination.  This issue is personal because it has personally damaged people we know and love.  It cannot be swept under the rug.  Do the right thing and objectively investigate and evaluate vaccine efficacy and risk.  Much of the American public is like us&mdash;they personally see the damage of vaccines.  You have a very small window of time to do the right thing, for the integrity of your organization.  You are on the brink of losing any and all public trust that you might have once had.  Make science honest and objective again, and watch humans flourish&mdash;that is worthwhile and meaningful work, we truly can&rsquo;t live life to the full without it.  Sincerely, Christen ",https://api.regulations.gov/v4/comments/CDC-2026-0199-0368
CDC-2026-0199-0369,mme-4gmr-eql3,,,,2026-03-05T05:00:00Z,"My brother. Working for the public school had the two first vaccines and then at least two boosters. He developed a &quot;rare&quot; cancer of his salivary gland which traveled into his lymph nodes. He had surgery in Spring of 24 to remove the gland and lymph nodes and then radiation treatment putting it temporarily into remission. However, 6 weeks after his radiation ended he ended up going into the hospital with what they called &quot;viral enchephalitis&quot; and almost lost his ability to function in the world at all. AND THEN, shortly afterward, started having pain in his back. Cancer came back by his spine and in his lymph nodes. He had radiation targeted at this spine and currently is getting chemo treatment for the cancer in his lymph nodes throughout his body. We&#39;re angry.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0369
CDC-2026-0199-0370,mmf-cnzd-w2iw,,,,2026-03-06T05:00:00Z,"My perfectly healthy, active, and intelligent 12-year-old daughter who has never had an even remotely serious health ailment up to this point, begins having seizures (tonic-clonic, previously known as grand mal). She&rsquo;s had approximately 10-12 seizures in a two-year period. She&rsquo;s now on medication although she just had two &ldquo;breakthrough&rdquo; seizures so they increased her dosage. I imagine she&rsquo;ll continue to develop a tolerance to the medication and we will continue to bump it up indefinitely. And though who knows what her side effects will be over the years.<br/><br/>Is this the end result to the accumulation of heavy metals that are contained in vaccines (and the environment)?<br/><br/>I would really like to know which vaccines are linked to seizures in children - even years after the fact. Could it be the brain is damaged but doesn&rsquo;t show the full on symptom of a seizure until years later and therefore is not linked back to the toxic vaccine? <br/><br/>This research needs to be done and released. I think epilepsy is one big giant symptom of the vaccine industry, among all of the mysterious autoimmune diseases that have cropped up in the last 50 years that were almost unheard of 100 years ago. I&rsquo;ve seen some of the documentation referencing neurological side effects and disorders after vaccine administration. I want you to know if I could go back and do it all over again I wouldn&rsquo;t have given my child a single vaccine of any kind - and I made this decision long before she had her first seizure because I&rsquo;ve looked into this for years. This is why I&rsquo;d never took a Covid vaccine - and neither did my family.<br/><br/>Also, let&rsquo;s stop and think about an individual who&rsquo;s got excessive heavy metals in their system and let&rsquo;s just go ahead and throw in some 5G (sounds like soon to be 6G???) and let&rsquo;s entertain how that might affect the human body. Maybe just for a second? I know the research on the dangers of electromagnetic frequencies has been brought to the forefront and swept under the rug. A 5G tower was placed near our home five years ago and also near my daughter&rsquo;s school and I have to wonder how that is affected all of our health.<br/><br/> Just heard another little kid at my child&rsquo;s school had begun experiencing seizures. Breaks my heart. If you&rsquo;ve never witnessed a seizure, it is a horrific site that you wouldn&rsquo;t wish on your worst enemy. To have it afflict your child is almost unbearable.<br/><br/>And the whole SIDS and febrile seizures that you see in babies who are getting multiple vaccines by the age of six months?! Kids no longer sleep with anything in their crib yet if they mysteriously die, it&rsquo;s nearly always blamed on suffocation? That is RARE. Give me a break. How about we do some looking into this a little bit as well. SIDS is just a blanket description to lump vaccine injuries into for the most part.<br/><br/>Thank you for hearing my case and my plea. Please excuse my condescending tone, but there are many people like me out there who are fed up with this big cover-up and we&rsquo;re ready for honest people to be brave enough to put a stop to it.<br/>",https://api.regulations.gov/v4/comments/CDC-2026-0199-0370
CDC-2026-0199-0371,mmf-cl3w-1fxq,,,,2026-03-06T05:00:00Z,"I took natural remedies during the entire pandemic and never got Covid 19. I still take natural remedies and if I get the sniffles they are gone in a few days. My other go to&#39;s are, Ivermectin, Fenbendazole, and Hydroxychloroquine. All of which were told to us in 2020 by then President Trump to be a remedy for the Covid 19. AND THEY WERE!!!!!!!!!!!!!<br/><br/>Healthier whole food choices are also a part of my remedy.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0371
CDC-2026-0199-0372,mmf-cagh-nvgm,,,,2026-03-06T05:00:00Z,Please stop all MRNA vaccinations for humans and our beloved dogs and cats. I kindly ask you to please take them off the shelves so we won&#39;t be forced to take these injections. ,https://api.regulations.gov/v4/comments/CDC-2026-0199-0372
CDC-2026-0199-0373,mme-4hbj-gpm7,,,,2026-03-05T05:00:00Z,"During Covid, I saw a numerous vaccine injuries from patients of mine. One patient came in, his name was Peter, and said he was having elbow pain ever since he got the vaccine in his arm. he came to me, hoping I could help him with his pain. I was unsuccessful, but I believe it resolved after a few months. Another patient came to me with arm pain after getting the COVID-19 vaccine and he said that he could no longer throw a baseball cause it hurt too much. Another patient came to me with small tiny magnets and he said &ldquo;watch this.&rdquo; he proceeded to take out a small magnet and place it over the site of the vaccination. It&rsquo;s stuck to his arm and also stuck to his arm as he moved the magnet down towards his elbow. On the other arm, it did not stick at all.<br/><br/> Another patient of mine was cautioned not to get the COVID-19 shot. His name was Michael Buchanan and he was in his mid 70s. Within a day of getting the shot he had bilateral paresthesia arms and feet. This persisted for some time. He then went to his cardiologist for a routine checkup and the cardiologist told him he was gonna die someday, but it wasn&rsquo;t gonna be from heart disease he was in good shape. Within a month he had a heart attack and died. His wife is convinced it was from the shot.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0373
CDC-2026-0199-0374,mmf-c8kl-u8ic,,,,2026-03-06T05:00:00Z,I&#39;m so grateful you&#39;re finally addressing publicly the injuries caused by the Covid vaccines. Not only are they so numerous but many of them are completely life- altering. Thank you to the CDC and ACIP!! we support what you are doing! ,https://api.regulations.gov/v4/comments/CDC-2026-0199-0374
CDC-2026-0199-0375,mme-4j8p-dlp9,,,,2026-03-05T05:00:00Z,"I have heard a great deal about the medical industrial complex, how in one example doctors were pressured by pharmaceutical companies to jab as many patients as possible in order to receive the company&#39;s financial incentives including removing these incentives incrementally if even one patient refused a jab. I was pressured by my medical provider team to take the COVID jab. I told the non medical person that the COVID jab was neither safe or effective and she then told me, in strong disapproval, that she would tell my doctor to come and &quot;talk&quot; to me. My doctor never showed up, perhaps agreeing with my concerns, perhaps recalling the Nuremberg medical protocols, whatever the reason, I left there unjabbed. Other examples include the horrors of so many people dying because hospitals refused to allow their patients ivermectin and hydroxychloroquine. and instead administered REMDESIVIR leading to kidney failure and affecting other organs as well. When it was clear that the hapless patients needed oxygen therapy after receiving REMDESIVIR they were put on ventilators to finish them off. Reminds me of the German Nazi doctor Mengele. Meanwhile, the hospitals made loads of money when they used REMDESIVIR on their patients because OUR GOVERNMENT, UNDER THE BIDEN REGIME, gave hospitals lots of money if they administered REMDESIVIR. The CDC was complicit in this death for money cult and I charge your committee and DEMAND, as an AMERICAN CITIZEN, you end any financial incentives by pharmaceutical and Health agencies to the government health agencies NOW.<br/><br/>Thank you for allowing me the opportunity to share my concerns <br/><br/>Best regards,<br/><br/>Rachel Christiansen <br/>",https://api.regulations.gov/v4/comments/CDC-2026-0199-0375
CDC-2026-0199-0376,mmf-c866-nbwt,,,,2026-03-06T05:00:00Z,"Hello. <br/>Please recall the COVID shots from the market. <br/>The evidence of their harm is overwhelming. It&#39;s obvious that the base technology is uncontrollable and that the shots have been adulterated.<br/>I know at least 5 people who have been harmed by these shots, and the damage I see made public is horrifying. <br/>Thank you.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0376
CDC-2026-0199-0377,mme-4jsv-gwh5,,,,2026-03-05T05:00:00Z,Remove the Feb 2020 PREP Act- no more liability shield for Covid vaccines!!<br/>Remove the National Childhood Vaccine Injury Act (1986 Act) - no more liability shield for all vaccines!!<br/>Remove televised vaccine commercials - no more vaccine commercials on TV !!<br/>This is what the American people want --- do the right thing!<br/>,https://api.regulations.gov/v4/comments/CDC-2026-0199-0377
CDC-2026-0199-0378,mmf-c2ek-2bg5,,,,2026-03-06T05:00:00Z,"There is now so much evidence that the COVID-19 mRNA shots have caused an unprecedented amount of disease, including aggressive cancers, along with disabilities and many, many deaths. I respectfully request that ACIP uphold their regulatory duties and recommend to the CDC and other HHS agencies that the COVID mRNA injections be pulled off the market. There is no reasonable justification for people to be subjected to such a high level of risk. ",https://api.regulations.gov/v4/comments/CDC-2026-0199-0378
CDC-2026-0199-0379,mmf-bme2-zhvr,,,,2026-03-06T05:00:00Z,"I lost my sister after her struggles after being subjected to the Covid-19 shot. She has underlying health issues to begin with, but the doctors threatened to take her off the kidney transplant if she didn&#39;t comply. She became gravely ill and they decided to give her Paxlovid which is bad for kidney health. Her health went downhill after that. Out of control blood sugar and heart issues. Finally, she said she didn&#39;t feel right. She passed away in the ambulance. I will never forgive anyone involved in this travesty. My baby sister didn&#39;t have to die.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0379
CDC-2026-0199-0380,mmf-bjex-t6od,,,,2026-03-06T05:00:00Z,"Hello, I received the J&amp;J Covid vaccine and had anaphylaxis (ended up in an ambulance/ER). I have a history of a condition called mast cell activation. I believe this condition worsened and progressed to dysautonomia. I am still dealing with those issues.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0380
CDC-2026-0199-0381,mmf-bcpn-gjgi,,,,2026-03-06T05:00:00Z,I did not take the shot. However I have several close friends that died suddenly or were struck with very serious injuries and illnesses.,https://api.regulations.gov/v4/comments/CDC-2026-0199-0381
CDC-2026-0199-0382,mmc-u4vg-1q33,,,,2026-03-04T05:00:00Z,"In December of 2020 I received my first and only Pfizer Covid vaccine at the hospital I work at. I am a nurse and collapsed within less than a minute after receiving it. I was rushed to the Emergency Department down the hall and was treated for sustained tachycardia, dizziness, shortness of breath, numbness and tingling. They treated me with steroids, Benedryl, Pepcid, ativan, and IV saline infusion. I was sent home hours later. I went to bed and when I woke up I instinctively knew my life had changed for the worst. Nobody knew what to do. Within weeks I had lost 30 lbs. My heart rate stayed acutely elevated for months and months on end. In that time I was diagnosed with Dysautonomia, POTs, Small Fiber Neuropathy, trigeminal and occipital neuralgia, MAST Cell Activation Syndrome with repetitive anaphylaxis, hypermobile Ehlers Danlos Syndrome, cerebellar ataxia, syncopal seizures, orthostatic intolerance, gastroparesis, etc, etc. I went through months of rehab to help me walk. Today my months are filled with doctor&#39;s appointments and weekly infusions. I have eaten the same exact meals for the past five years because most foods cause me anaphylactoid reactions. I have fallen due to my POTS diagnosis and broke my hand. Many, many days of each month I experience superventricular tachycardia, inappropriate sinus tachycardia, dizziness, ataxia, neuro-inflammation, and small fiber neuropathy pain and migraines. Dysautonomia is a battle I never dreamed would happen to me. It is extremely unpredictable and debilitating. My wish is that we as a nation can outwardly recognize the many, many people who have suffered these Covid vaccine injuries and start serious research so that we can be helped. I was NOT an anti-vaxxer. I am not an anti-vaxxer today. However, I have been advised to not receive any further vaccines at this time. Please don&#39;t forget those who served through the pandemic as medical professionals and were injured by the vaccine. We did what we were asked to do and now we need your help, recognition, and support",https://api.regulations.gov/v4/comments/CDC-2026-0199-0382
CDC-2026-0199-0383,mmi-6oin-n7kk,,,,2026-03-08T05:00:00Z,"I am writing to request that my son&rsquo;s thoroughly documented Covid-19 vaccine fatality case of myocarditis, pericarditis, and aortic dissection, occurring sixteen days after his first Pfizer Covid-19 vaccine, be included in ACIP&rsquo;s investigation into vaccine-related injuries and deaths. On May 6, 2021, I became a bereaved mother when my beautiful 34-year-old son died suddenly in Seattle, shortly after his first Pfizer vaccine. On that day, my life was shattered; to bury one&#39;s child is incomprehensible, and it is a life sentence of pain I wish on no one.<br/><br/>On April 20, 2021, the date of my son&rsquo;s Pfizer shot, he was healthy and fit. Early morning, May 6, 2021, he complained of chest pain and jaw numbness. His heartbeat was 190bpm. He called 911. As paramedics were checking his vitals, he collapsed and became unresponsive. He was brought to Harborview Medical Center in Seattle but passed within the hour. The ER doctor asked if he had had the Covid-19 vaccine. He suspected a massive pulmonary embolism.<br/>The Medical Examiner&#39;s findings showed a thoracic aortic dissection. With no relevant family history, my husband and I embarked on a forensic investigation to find the truth behind my son&rsquo;s death, and we can provide the numerous tests and investigations that were done. Only some are detailed here. His two DNA tests for collagen deficiency disorders and the toxicology report were all negative. His blood serum was analyzed by Yale in 2021, which indicated a severe inflammatory event. An in-depth histological exam was not done at the time of autopsy as this proved extremely difficult to obtain in the U.S, necessitating that my son&rsquo;s tissues be sent to Germany. The German histology report showed myocarditis, pericarditis, and spike protein in my son&rsquo;s aorta and NO SARS-CoV-2 NUCLEOCAPSID, meaning the spike in his aorta was vaccine-derived and that my son did not have a Covid-19 infection. He never had a positive test. <br/>My son&rsquo;s case is peer-reviewed and published, establishing a direct association with the Covid-19 vaccine. https://www.opastpublishers.com/open-access-articles/case-of-myocarditis-pericarditis-and-fatal-aortic-dissection-following-covid19-mrna-vaccination.pdf <br/>I am very grateful that the ACIP committee is tackling the issue of vaccine injuries head on. It is long overdue. I have been active in trying to alert others to the dangers of the Covid 19 mRNA vaccine. In my attempts to get answers early on, I turned to the government agencies in charge of safety. I reported my son&rsquo;s death to Vaers but was never contacted by the CDC for follow up. After several hysterical calls I received form condolence letters stating the vaccine was safe, effective and thoroughly tested. We were constantly told every death was investigated, yet they failed me and many, many others. In addition, along with other members of React 19, I testified before Dr. Peter Marks of the FDA in Washington about my son&rsquo;s case, Again, there was no interest in following up on my son&rsquo;s case and React 19&rsquo;s extensive research on vaccine injuries. I have advocated in Mississippi, Washington D.C., New York and Florida that these vaccines are highly inflammatory, and deaths and injuries are real, not rare.<br/><br/>My son&#39;s case needs to be part of your investigation as it links the Covid-19 vaccine to his death. Had I not pursued the truth relentlessly, we would never have known why a healthy, 34-year-old died suddenly; however grieving parents should not have had to go to these lengths to find the truth.  Without these investigations, the claim that deaths from the Covid-19 vaccine are rare is easily perpetuated. Please protect other individuals from the fate my son endured by recommending suspension the Covid 19 vaccine while investigating his case and others and bringing the details forward in these investigations. Public trust demands transparency.<br/>",https://api.regulations.gov/v4/comments/CDC-2026-0199-0383
CDC-2026-0199-0384,mmc-xruu-5c1t,,,,2026-03-04T05:00:00Z,"My name is Jaclyn M. I am writing in response to Docket No.<br/>CDC-2026-0199.<br/>I am a person living with vaccine injury from the Pfizer Covid vaccine. Various limited studies (due to a lack of funding due to politically motivated threats) which I have taken part in, have proven that years later we still have high levels of spike protein circulating throughout our bodies causing harm to just about every system. Research needs to be done in order to come up with a treatment to get rid of it so our bodies can stop attacking themselves and finally heal. Additionally the ongoing treatments we have to do in order to live a somewhat normal life need to be covered by insurance or at least partially reimbursed. It&rsquo;s not fair that so many of us have to go further and further into debt year after year while we wait for help. And all this is happening because we trusted our government when we took these vaccines. We trusted that should something go wrong, our government would protect us. I urge the Advisory Committee on Immunization Practices to consider patient perspectives and real-world experiences in its deliberations. Our presence here reflects lived suffering, unmet needs, and the importance of inclusive dialogue. We do exist. Please consider how policies on vaccine recommendation guidelines, post-adverse event care, and research priorities affect real people every day. We deserve to be seen. We deserve to be heard. We deserve to be treated.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0384
CDC-2026-0199-0385,mmi-6wqy-l5wp,,,,2026-03-08T05:00:00Z,"My sister died July 8, 2022.  I believe the COVID vaccine killed her.  She was 71 years old and had uterine fibroids.  When they started causing increased drainage and pain, she had them evaluated with a likely plan of having them removed.  At evaluation she was found to have carcinosarcoma, which was likely to have spread beyond the uterus at the time of diagnosis.  She was otherwise in good health.  I had two sisters, and all three of us are nurses and have been in the military, where getting flu shots and vaccinations are expected and required.  My two sisters got the vaccine, one from Pfizer, the other from Moderna.  They thought it was just the right thing to do.  I don&#39;t know which one my dead sister got.  I don&#39;t know of any vaccine-related issues of my other sister.  I did not get any COVID vaccine.  I am convinced that my older sister died from receiving the COVID vaccine.",https://api.regulations.gov/v4/comments/CDC-2026-0199-0385
